var	List	descriptors
var	SAXParserFactory	parser factory
var	EjbInfo	ejb
var	StringBuffer	args
var	RedirectOutput	output
var	RedirectOutput	error
var	List	arguments
file	String	publicid ejb11
file	String	publicid iplanet ejb 60
file	String	default ias60 ejb11 dtd location
file	String	default ias60 dtd location
file	Map	resource dtds
file	Map	file dtds
file	Map	ejbs
file	EjbInfo	current ejb
file	boolean	ias descriptor
file	String	current loc
file	String	ejb type
method	AttributeList	atts
var	int	loc length
file	Classname	home
file	Classname	remote
file	Classname	implementation
file	Classname	primary key
file	String	beantype
file	boolean	cmp
file	boolean	iiop
file	boolean	hasession
file	List	cmp descriptors
method	String	remote
method	String	implementation
method	String	primary key
method	String	cmp
method	String	iiop
method	String	hasession
method	File	build dir
var	long	source modified
var	long	dest modified
var	long	latest modified
var	long	modified
var	File	remote file
var	File	home file
var	File	impl file
var	File	pk file
var	String	path to file
var	String[]	classnames
var	long	dest classes modified
var	boolean	all classes found
var	String	path to class
var	long	file mod
var	String	remote pkg
var	String	remote class
var	String	home pkg
var	String	home class
var	String	impl pkg
var	String	impl full class
file	String	qualified name
file	File	ejbdescriptor
file	File	iasdescriptor
file	String	jboss dd
file	String	jboss cmp10 d
file	String	jboss cmp20 d
var	File	jboss dd
var	File	jboss cmpd
file	String	ejb jar 1 1 public id
file	String	ejb jar 2 0 public id
file	String	jonas ejb jar 2 4 public id
file	String	jonas ejb jar 2 5 public id
file	String	rmi orb
file	String	jeremie orb
file	String	david orb
file	String	ejb jar 1 1 dtd
file	String	ejb jar 2 0 dtd
file	String	jonas ejb jar 2 4 dtd
file	String	jonas ejb jar 2 5 dtd
file	String	jonas dd
file	String	genic class
file	String	old genic class 1
file	String	old genic class 2
file	String	jonas descriptor name
file	File	outputdir
file	boolean	nocompil
file	boolean	novalidation
file	String	javac
file	String	javacopts
file	String	rmicopts
file	boolean	secpropag
file	String	additionalargs
file	File	jonasroot
file	boolean	keepgeneric
file	String	orb
file	boolean	nogenic
method	boolean	a boolean
method	String	a string
method	File	a file
method	String	a descriptor name
var	File	generic jar file
var	File	jonas dd
var	String	jonas dn
var	boolean	jonas convention
var	String	a canonical descriptor
var	Java	genic task
var	String	jonas config dir
var	File	java policy file
var	String	orb jar
var	AntClassLoader	cl
var	File[]	some files
method	String	root dir
method	Hashtable	hashtable
var	String	new root dir
file	String	publicid ejb20
file	String	publicid weblogic ejb510
file	String	publicid weblogic ejb600
file	String	publicid weblogic ejb700
file	String	default wl51 ejb11 dtd location
file	String	default wl60 ejb11 dtd location
file	String	default wl60 ejb20 dtd location
file	String	default wl51 dtd location
file	String	default wl60 51 dtd location
file	String	default wl60 dtd location
file	String	default wl70 dtd location
file	String	default compiler
file	String	wl dd
file	String	wl cmp dd
file	String	compiler ejb11
file	String	compiler ejb20
file	String	weblogic dtd
file	String	ejb11 dtd
file	String	ejbc class
file	String	additional args
file	String	additional jvm args
file	boolean	keep generic
file	boolean	always rebuild
file	boolean	no ejbc
file	boolean	new cmp
file	Path	wl classpath
file	Vector	sysprops
file	Integer	jvm debug level
file	File	output dir
method	boolean	rebuild
method	boolean	old cmp
var	File	weblogic dd
var	File	ejb descriptor
var	Hashtable	ht
var	File	weblogic cmpdd
method	File	dest jar
var	Java	java task
var	String	ejbc class name
var	Environment.Variable	entry
var	String	build compiler
method	File	weblogic jar file
var	JarFile	generic jar
var	JarFile	wl jar
var	File	new wl jar file
var	JarOutputStream	new jar stream
var	ClassLoader	generic loader
var	String	cnfmsg
var	Hashtable	generic entries
var	Hashtable	wl entries
var	Hashtable	replace entries
var	JarEntry	je
var	String	filepath
var	JarEntry	generic entry
var	JarEntry	wl entry
var	Class	genclass
method	File	classjar
var	Path	lookup path
file	String	tl dtd loc
file	String	toplink descriptor
file	String	toplink dtd
var	File	toplink dd
file	String	schema dir
file	String	was ext
file	String	was bnd
file	String	was cmp map
file	String	was cmp schema
file	boolean	ejbdeploy
file	Path	was classpath
file	String	db vendor
file	String	db name
file	String	db schema
file	boolean	codegen
file	boolean	novalidate
file	boolean	noinform
file	String	rmic options
file	boolean	use35 mapping rules
file	File	websphere home
method	String	dbvendor
method	boolean	attr
var	String	db prefix
var	File	websphere ext
var	File	websphere bnd
var	File	websphere map
var	File	websphere schema
var	StringBuffer	options
var	File	libdir
method	File	websphere jar file
var	JarFile	was jar
var	File	newwas jar file
var	Hashtable	was entries
var	JarEntry	was entry
file	Attributes.Name	extension list
file	Attributes.Name	optional extension list
file	Attributes.Name	extension name
file	Attributes.Name	specification version
file	Attributes.Name	specification vendor
file	Attributes.Name	implementation version
file	Attributes.Name	implementation vendor
file	Attributes.Name	implementation url
file	Attributes.Name	implementation vendor id
file	Compatibility	compatible
file	Compatibility	require specification upgrade
file	Compatibility	require vendor switch
file	Compatibility	require implementation upgrade
file	Compatibility	incompatible
file	String	extension name
file	DeweyDecimal	specification version
file	String	implementation vendor id
file	DeweyDecimal	implementation version
file	String	implementation url
var	ArrayList	results
var	Extension	extension
var	Map	entries
var	Iterator	keys
var	Attributes	attributes
var	String	error
method	Extension	required
var	DeweyDecimal	required specification version
var	String	required implementation vendor id
var	DeweyDecimal	required implementation version
var	String	brace
method	DeweyDecimal	first
method	DeweyDecimal	second
method	Attributes.Name	list key
method	ArrayList	required
var	String	names
method	String	on token
var	String	name key
var	String	spec vendor key
var	String	spec vendor
var	String	spec version key
var	String	spec version
var	String	imp version key
var	String	imp version
var	String	imp vendor key
var	String	imp vendor
var	String	imp vendor id key
var	String	imp vendor id
var	String	imp url key
var	String	imp url
method	Reference	reference
var	String	specification version string
var	String	implementation version string
file	ArrayList	extensions
file	ArrayList	extensions filesets
method	ExtensionAdapter	extension adapter
method	LibFileSet	file set
method	Project	proj
var	ArrayList	extensions list
method	List	adapters
var	ExtensionAdapter	adapter
method	List	libraries
method	List	fileset
var	Extension[]	extensions
var	boolean	include impl
var	boolean	include url
var	LibFileSet	lib file set
method	List	extension list
method	Extension	original extension
var	boolean	has impl attributes
var	Manifest	m
file	Vector	extension file sets
file	ExtensionAdapter	required extension
method	ExtensionAdapter	extension
method	ExtensionSet	extension set
var	Extension	test
file	Vector	library file sets
var	LibraryDisplayer	displayer
file	String	created by
file	ArrayList	dependencies
file	ArrayList	optionals
file	ArrayList	extra attributes
method	ExtraAttribute	attribute
var	ArrayList	depends
var	ArrayList	option
method	String	list prefix
var	Extension	ext
method	Attributes.Name	extension key
method	ArrayList	extension sets
var	ExtensionSet	set
file	Extension	required extension
file	ArrayList	resolvers
file	boolean	check extension
method	LocationResolver	loc
method	URLResolver	url
method	AntResolver	ant
var	ExtensionResolver	resolver
file	String	url base
var	Extension[]	available
var	Extension[]	required
var	Extension[]	options
var	Specification[]	specifications
var	Specification	specification
var	String[]	sections
file	File	antfile
var	Ant	ant
file	File	destdir
var	Get	get
var	File	result
file	String	missing
file	Attributes.Name	specification title
file	Attributes.Name	implementation title
file	Compatibility	require implementation change
var	ArrayList	trimmed results
var	String[]	copy
var	String[]	new sections
method	Specification	other
var	DeweyDecimal	other specification version
var	String	other implementation vendor
var	String	other implementation version
method	ArrayList	list
var	ArrayList	sections
var	String[]	other sections
var	Specification	merged
method	ArrayList	sections to add
var	String	imp title
file	int	bundle specified language country variant
file	int	bundle specified language country
file	int	bundle specified language
file	int	bundle nomatch
file	int	bundle default language country variant
file	int	bundle default language country
file	int	bundle default language
file	int	bundle max alternatives
file	String	bundle
file	String	bundle language
file	String	bundle country
file	String	bundle variant
file	String	src encoding
file	String	dest encoding
file	String	bundle encoding
file	String	start token
file	Hashtable	resource map
file	long[]	bundle last modified
file	long	src last modified
file	long	dest last modified
file	boolean	loaded
var	Locale	l
var	Locale	locale
var	String	language
var	String	country
var	String	variant
var	String	bundle file
method	boolean	check loaded
var	File	props file
var	FileInputStream	ins
var	int	sep index
var	int	files processed
var	boolean	needs work
var	int	icounter
var	String	replace
var	boolean	valid token
file	Vector	instructions
file	String	str encoding
file	boolean	garbage collect
method	boolean	gc
method	ImageOperation	instr
method	Rotate	instr
method	Scale	instr
method	Draw	instr
method	String[]	src names
method	File	dst dir
var	int	write count
var	String	src name
var	String[]	dst names
var	String	dst name
var	File	dst file
method	File	new file
var	FileSeekableStream	input
var	PlanarImage	image
var	Object	instr
var	File	dst parent
var	FileOutputStream	stream
file	ServerDeploy	task
file	String	user name
file	Java	java
file	String[]	valid actions
file	String	action delete
file	String	action deploy
file	String	action list
file	String	action undeploy
file	String	action update
file	String	default orb
file	String	jonas deploy class name
file	String	david host
file	int	david port
method	int	in value
method	File	in value
var	Path	a class path
var	String	a orb jar
var	String	a config dir
var	Path	a j on as orb path
file	Vector	vendor tools
method	GenericHotDeploymentTool	tool
method	WebLogicHotDeploymentTool	tool
method	JonasHotDeploymentTool	tool
var	HotDeploymentTool	tool
file	int	string buffer size
file	String	weblogic deploy class name
file	String	application
file	String	component
file	String	choice ambiguity check
file	String	other ambiguity check
file	String	static
file	String	debug parser
file	String	debug lookahead
file	String	debug token manager
file	String	optimize token manager
file	String	error reporting
file	String	java unicode escape
file	String	unicode input
file	String	ignore case
file	String	common token action
file	String	user token manager
file	String	user char stream
file	String	build parser
file	String	build token manager
file	String	sanity check
