Domain	Type	Name
file	boolean	mOverwrite
file	boolean	mRename
file	boolean	mCtime
file	boolean	mPtime
file	String	mLog
var	Commandline	commandLine
var	Project	aProj
var	int	result
var	String	msg
method	Commandline	cmd
method	boolean	graphical
method	boolean	ow
method	boolean	ren
method	boolean	ct
method	boolean	pt
method	String	log
method	Commandline	cmd
file	String	FLAG_GRAPHICAL
file	String	FLAG_LOG
file	String	FLAG_OVERWRITE
file	String	FLAG_NOVERWRITE
file	String	FLAG_RENAME
file	String	FLAG_CURRENTTIME
file	String	FLAG_PRESERVETIME
file	String	mClearToolDir
file	String	mviewPath
file	String	mobjSelect
file	int	pcnt
file	boolean	mFailonerr
method	String	dir
var	String	toReturn
method	String	viewPath
method	String	objSelect
method	Commandline	cmd
var	Project	aProj
var	Execute	exe
method	Commandline	cmdline
var	String	outV
var	ExecTask	exe
var	Commandline.Argument	arg
method	boolean	failonerr
file	String	CLEARTOOL_EXE
file	String	COMMAND_UPDATE
file	String	COMMAND_CHECKOUT
file	String	COMMAND_CHECKIN
file	String	COMMAND_UNCHECKOUT
file	String	COMMAND_LOCK
file	String	COMMAND_UNLOCK
file	String	COMMAND_MKBL
file	String	COMMAND_MKLABEL
file	String	COMMAND_MKLBTYPE
file	String	COMMAND_RMTYPE
file	String	COMMAND_LSCO
file	String	COMMAND_MKELEM
file	String	COMMAND_MKATTR
file	String	COMMAND_MKDIR
method	Vector<File>	files
method	Vector<String>	classes
var	Hashtable<String, String>	dependencies
var	Hashtable<File, File>	containers
var	Hashtable<String, String>	toAnalyze
var	String	classname
var	Enumeration<String>	e
var	int	count
var	int	maxCount
var	Hashtable<String, String>	analyzedDeps
var	String	classname
var	File	container
var	ZipFile	zipFile
var	InputStream	inStream
var	String	entryName
var	ZipEntry	entry
var	ClassFile	classFile
var	String	dependency
var	Enumeration<String>	e
var	String	className
var	String	className
var	File	f
var	String	dependency
file	int	CLASS_MAGIC
file	ConstantPool	constantPool
file	String	className
method	InputStream	stream
var	DataInputStream	classStream
var	int	thisClassIndex
var	ClassCPInfo	classInfo
var	Vector<String>	classRefs
var	int	size
var	ConstantPoolEntry	entry
var	ClassCPInfo	classEntry
var	int	i
method	String	name
method	String	dotName
file	String	className
file	int	index
method	DataInputStream	cpStream
method	ConstantPool	constantPool
file	Object	value
method	Object	newValue
file	List<ConstantPoolEntry>	entries
file	Map<String, Integer>	utf8Indexes
method	DataInputStream	classStream
var	int	numEntries
var	ConstantPoolEntry	nextEntry
var	int	i
method	ConstantPoolEntry	entry
var	int	index
var	int	numSlots
var	int	j
var	Utf8CPInfo	utf8Info
var	ConstantPoolEntry	poolInfo
method	int	index
method	String	value
var	int	index
var	Integer	indexInteger
method	String	className
var	int	index
var	int	size
var	Object	element
var	ClassCPInfo	classinfo
var	int	i
method	Object	constantValue
var	int	index
var	int	size
var	Object	element
var	ConstantCPInfo	constantEntry
var	int	i
method	String	methodClassName
method	String	methodName
method	String	methodType
var	int	index
var	int	size
var	Object	element
var	MethodRefCPInfo	methodRefEntry
var	int	i
method	String	interfaceMethodClassName
method	String	interfaceMethodName
method	String	interfaceMethodType
var	int	index
var	int	size
var	Object	element
var	InterfaceMethodRefCPInfo	interfaceMethodRefEntry
var	int	i
method	String	fieldClassName
method	String	fieldName
method	String	fieldType
var	int	index
var	int	size
var	Object	element
var	FieldRefCPInfo	fieldRefEntry
var	int	i
method	String	name
method	String	type
var	int	index
var	int	size
var	Object	element
var	NameAndTypeCPInfo	nameAndTypeEntry
var	int	i
var	StringBuilder	sb
var	int	size
var	int	i
file	int	CONSTANT_UTF8
file	int	CONSTANT_INTEGER
file	int	CONSTANT_FLOAT
file	int	CONSTANT_LONG
file	int	CONSTANT_DOUBLE
file	int	CONSTANT_CLASS
file	int	CONSTANT_STRING
file	int	CONSTANT_FIELDREF
file	int	CONSTANT_METHODREF
file	int	CONSTANT_INTERFACEMETHODREF
file	int	CONSTANT_NAMEANDTYPE
file	int	CONSTANT_METHODHANDLE
file	int	CONSTANT_METHODTYPE
file	int	CONSTANT_INVOKEDYNAMIC
file	int	tag
file	int	numEntries
file	boolean	resolved
method	DataInputStream	cpStream
var	ConstantPoolEntry	cpInfo
var	int	cpTag
method	ConstantPool	constantPool
method	DataInputStream	cpStream
method	DataInputStream	cpStream
file	String	fieldClassName
file	String	fieldName
file	String	fieldType
file	int	classIndex
file	int	nameAndTypeIndex
method	DataInputStream	cpStream
method	ConstantPool	constantPool
var	ClassCPInfo	fieldClass
var	NameAndTypeCPInfo	nt
var	String	value
method	DataInputStream	cpStream
method	DataInputStream	cpStream
file	String	interfaceMethodClassName
file	String	interfaceMethodName
file	String	interfaceMethodType
file	int	classIndex
file	int	nameAndTypeIndex
method	DataInputStream	cpStream
method	ConstantPool	constantPool
var	ClassCPInfo	interfaceMethodClass
var	NameAndTypeCPInfo	nt
var	String	value
file	int	bootstrapMethodAttrIndex
file	int	nameAndTypeIndex
file	NameAndTypeCPInfo	nameAndTypeCPInfo
method	DataInputStream	cpStream
var	String	value
method	ConstantPool	constantPool
method	DataInputStream	cpStream
file	ConstantPoolEntry	reference
file	ReferenceKind	referenceKind
file	int	referenceIndex
file	int	nameAndTypeIndex
file	int	referenceKind
method	DataInputStream	cpStream
var	String	value
method	ConstantPool	constantPool
file	String	methodClassName
file	String	methodName
file	String	methodType
file	int	classIndex
file	int	nameAndTypeIndex
method	DataInputStream	cpStream
var	String	value
method	ConstantPool	constantPool
var	ClassCPInfo	methodClass
var	NameAndTypeCPInfo	nt
file	int	methodDescriptorIndex
file	String	methodDescriptor
method	DataInputStream	cpStream
method	ConstantPool	constantPool
var	Utf8CPInfo	methodClass
method	DataInputStream	cpStream
var	String	value
method	ConstantPool	constantPool
file	String	name
file	String	type
file	int	nameIndex
file	int	descriptorIndex
method	DataInputStream	cpStream
method	ConstantPool	constantPool
file	int	index
file	String	value
method	DataInputStream	cpStream
file	int	ONE_SECOND
file	File	absoluteFile
file	String	className
file	File	sourceFile
file	boolean	isUserWarned
file	Path	srcPath
file	Path	destPath
file	File	cache
file	String[]	srcPathList
file	Hashtable	affectedClassMap
file	Hashtable	classFileInfoMap
file	Hashtable	classpathDependencies
file	Hashtable	outOfDateClasses
file	boolean	closure
file	boolean	warnOnRmiStubs
file	boolean	dump
file	Path	dependClasspath
file	String	CACHE_FILE_NAME
file	String	CLASSNAME_PREPEND
method	Path	classpath
method	Reference	r
method	boolean	warnOnRmiStubs
method	File	depFile
var	Hashtable	dependencyMap
var	BufferedReader	in
var	String	line
var	Vector	dependencyList
var	String	className
var	int	prependLength
method	Hashtable	dependencyMap
var	BufferedWriter	pw
var	File	depFile
var	Enumeration	e
var	String	className
var	Vector	dependencyList
var	int	size
var	int	x
var	String[]	destPathElements
var	String[]	classpathElements
var	String	checkPath
var	String	element
var	boolean	inDestPath
var	int	j
var	int	i
var	Path	p
var	boolean	cacheDirty
var	Hashtable	dependencyMap
var	File	cacheFile
var	boolean	cacheFileExists
var	long	cacheLastModified
var	Enumeration	classfileEnum
var	ClassFileInfo	info
var	Vector	dependencyList
var	DependencyAnalyzer	analyzer
var	Enumeration	depEnum
var	Object	o
var	Enumeration	depEnum
var	String	dependentClass
var	Hashtable	affectedClasses
var	Path	checkPath
var	AntClassLoader	loader
var	Hashtable	classpathFileCache
var	Object	nullFileMarker
var	String	className
var	Vector	dependencyList
var	Hashtable	dependencies
var	Enumeration	e2
var	String	dependency
var	Object	classpathFileObject
var	URL	classURL
var	String	jarFilePath
var	int	classMarker
var	File	jarFile
var	Enumeration	e
var	int	count
var	String	className
var	ClassFileInfo	classInfo
var	Enumeration	e
method	String	className
var	int	count
var	Hashtable	affectedClasses
var	String	affectedClass
var	ClassFileInfo	affectedClassInfo
var	String	topLevelClassName
var	ClassFileInfo	topLevelClassInfo
var	Enumeration	e
method	ClassFileInfo	affectedClassInfo
method	String	affectedClass
method	String	className
var	int	level
method	String	affectedClass
method	String	className
method	String	affectedClass
method	String	baseClass
method	String	suffix
var	Enumeration	classEnum
var	String	className
var	Hashtable	affectedClasses
var	Enumeration	affectedClassEnum
var	String	affectedClass
var	ClassFileInfo	info
var	Enumeration	classpathEnum
var	String	className
var	Hashtable	dependencies
var	Enumeration	classpathFileEnum
var	File	classpathFile
var	File	srcDir
var	DirectoryScanner	ds
var	String[]	files
var	int	i
var	Enumeration	classpathDepsEnum
var	String	className
var	ClassFileInfo	info
var	Hashtable	dependencies
var	File	classpathFile
var	Enumeration	e2
var	long	start
var	int	count
var	long	duration
var	int	summaryLogLevel
method	File	srcDir
method	String[]	files
var	File	srcFile
var	String	filePath
var	String	className
var	ClassFileInfo	info
var	int	i
method	Path	classLocations
var	String[]	classLocationsList
var	Vector	classFileList
var	File	dir
var	int	i
method	String	classname
method	File	sourceFileKnownToExist
var	String	sourceFilename
var	int	innerIndex
var	File	sourceFile
var	int	i
method	Vector	classFileList
method	File	dir
method	File	root
var	String[]	filesInDir
var	int	length
var	int	rootLength
var	File	sourceFileKnownToExist
var	File	file
var	ClassFileInfo	info
var	String	relativeName
var	int	i
method	Path	srcPath
method	Path	destPath
method	File	cache
method	boolean	closure
method	boolean	dump
file	Stack	enumStack
file	Enumeration	currentEnum
var	Vector	filesInRoot
method	File	directory
var	Vector	files
var	String[]	filesInDir
var	int	length
var	int	i
var	ClassFile	nextElement
var	File	element
var	FileInputStream	inFileStream
var	ClassFile	javaClass
var	Vector	files
file	ZipInputStream	jarStream
var	ZipEntry	jarEntry
var	ClassFile	nextElement
var	String	message
var	String	text
var	String	entryName
var	ClassFile	javaClass
file	String	PROPERTIES
file	String	PROPERTY
file	String	ATTR_NAME
file	String	ATTR_VALUE
file	File	inFile
file	File	destfile
file	boolean	failonerror
file	Vector	propertySets
file	String	format
file	String	prefix
file	String	regex
method	File	file
method	File	destfile
method	boolean	failonerror
method	String	prefix
var	PropertySet	ps
method	String	regex
var	PropertySet	ps
method	PropertySet	ps
method	FormatAttribute	ea
file	String[]	formats
var	Hashtable	allProps
var	String	message
var	String	message
var	FileInputStream	in
var	String	message
var	String	message
var	Properties	props
var	Enumeration	e
var	PropertySet	ps
var	OutputStream	os
var	String	message
var	String	message
method	Hashtable	allProps
method	OutputStream	os
var	List	keyList
var	Properties	props
file	long	serialVersionUID
var	Set	result
var	TreeSet	t
method	Object	o1
method	Object	o2
var	String	key1
var	String	key2
var	int	size
var	String	name
var	String	value
var	int	i
file	String	key
file	String	value
method	Object	o
var	Tuple	that
method	Object	o
var	Tuple	that
method	Properties	props
var	List	sorted
var	Enumeration	e
var	String	name
method	Properties	props
method	OutputStream	os
var	Document	doc
var	Element	rootElement
var	List	sorted
var	Iterator	iten
var	Tuple	tuple
var	Element	propElement
var	Writer	wri
method	Properties	props
method	OutputStream	os
method	String	header
file	String	PUBLICID_BORLAND_EJB
file	String	DEFAULT_BAS45_EJB11_DTD_LOCATION
file	String	DEFAULT_BAS_DTD_LOCATION
file	String	BAS_DD
file	String	BES_DD
file	String	JAVA2IIOP
file	String	VERIFY
file	String	jarSuffix
file	String	borlandDTD
file	boolean	java2iiopdebug
file	String	java2iioparams
file	boolean	generateclient
file	int	BES
file	int	BAS
file	int	version
file	boolean	verify
file	String	verifyArgs
file	Hashtable	genfiles
method	boolean	debug
method	boolean	verify
method	String	inString
method	String	args
method	String	inString
method	boolean	b
method	int	version
method	String	params
method	File	srcDir
var	DescriptorHandler	handler
var	String	fileNameWithMETA
var	String	fileName
var	File	descriptorFile
var	EjbJar.DTDLocation	dtdLocation
var	Iterator	i
method	Hashtable	ejbFiles
method	String	ddPrefix
var	String	dd
var	File	borlandDD
method	String	baseName
method	File	sourceJar
method	File	sourceJar
var	String	msg
var	ExecTask	execTask
method	File	sourceJar
var	org.apache.tools.ant.taskdefs.Java	javaTask
var	String	msg
var	String	args
var	Commandline.Argument	arguments
var	Path	classpath
method	File	sourceJar
var	org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient	gentask
var	String	msg
var	Project	project
var	Path	classpath
method	Iterator	ithomes
var	Execute	execTask
var	Project	project
var	Commandline	commandline
var	int	result
var	String	msg
method	String	baseName
method	File	jarFile
method	Hashtable	files
method	String	publicId
var	Vector	homes
var	Iterator	it
var	String	clazz
var	String	home
method	String	filename
var	String	classname
method	String	filename
var	String	classfile
method	OutputStream	param1
method	InputStream	is
var	String	msg
var	BufferedReader	reader
var	String	javafile
var	String	classfile
var	String	key
method	InputStream	is
var	BufferedReader	reader
var	String	s
file	String	JAVA_MODE
file	String	FORK_MODE
file	boolean	debug
file	File	ejbjarfile
file	File	clientjarfile
file	Path	classpath
file	String	mode
file	int	version
method	int	version
method	String	s
method	boolean	debug
method	File	ejbfile
method	File	clientjar
method	Path	classpath
method	Reference	r
var	String	ejbjarname
var	String	clientname
var	String	msg
var	Java	execTask
var	String	msg
var	ExecTask	execTask
var	String	msg
var	ExecTask	execTask
file	int	DEFAULT_HASH_TABLE_SIZE
file	int	STATE_LOOKING_EJBJAR
file	int	STATE_IN_EJBJAR
file	int	STATE_IN_BEANS
file	int	STATE_IN_SESSION
file	int	STATE_IN_ENTITY
file	int	STATE_IN_MESSAGE
file	Task	owningTask
file	String	publicId
file	String	EJB_REF
file	String	EJB_LOCAL_REF
file	String	HOME_INTERFACE
file	String	REMOTE_INTERFACE
file	String	LOCAL_HOME_INTERFACE
file	String	LOCAL_INTERFACE
file	String	BEAN_CLASS
file	String	PK_CLASS
file	String	EJB_NAME
file	String	EJB_JAR
file	String	ENTERPRISE_BEANS
file	String	ENTITY_BEAN
file	String	SESSION_BEAN
file	String	MESSAGE_BEAN
file	int	parseState
file	String	currentElement
file	String	currentText
file	Hashtable	ejbFiles
file	String	ejbName
file	Hashtable	fileDTDs
file	Hashtable	resourceDTDs
file	boolean	inEJBRef
file	Hashtable	urlDTDs
file	File	srcDir
method	String	publicId
method	String	location
var	File	fileDTD
var	URL	urldtd
method	String	publicId
method	String	systemId
var	File	dtdFile
var	String	dtdResourceName
var	InputStream	is
var	URL	dtdUrl
var	InputStream	is
method	String	name
method	AttributeList	attrs
method	String	name
method	char[]	ch
method	int	start
method	int	length
var	File	classFile
var	String	className
method	String	descriptorFilename
method	SAXParser	saxParser
method	Task	task
method	EjbJar.Config	config
file	File	srcDir
file	File	descriptorDir
file	String	baseNameTerminator
file	String	baseJarName
file	boolean	flatDestDir
file	Path	classpath
